X;Y;Name;Sensor;Year;Day;Value
638799.836006;6680917.9604;MOD13Q1.A2012081.250m_16_days_NDVI;MOD13Q1;2012;081;887
638799.836006;6680917.9604;MOD13Q1.A2012033.250m_16_days_NDVI;MOD13Q1;2012;033;565
638799.836006;6680917.9604;MOD13Q1.A2011001.250m_16_days_NDVI;MOD13Q1;2011;001;597
638799.836006;6680917.9604;MOD13Q1.A2013193.250m_16_days_NDVI;MOD13Q1;2013;193;7026
638799.836006;6680917.9604;MOD13Q1.A2013049.250m_16_days_NDVI;MOD13Q1;2013;049;662
638799.836006;6680917.9604;MOD13Q1.A2013321.250m_16_days_NDVI;MOD13Q1;2013;321;815
638799.836006;6680917.9604;MOD13Q1.A2013337.250m_16_days_NDVI;MOD13Q1;2013;337;411
638799.836006;6680917.9604;MOD13Q1.A2013161.250m_16_days_NDVI;MOD13Q1;2013;161;6744
638799.836006;6680917.9604;MOD13Q1.A2012145.250m_16_days_NDVI;MOD13Q1;2012;145;6496
638799.836006;6680917.9604;MOD13Q1.A2012321.250m_16_days_NDVI;MOD13Q1;2012;321;499
638799.836006;6680917.9604;MOD13Q1.A2013273.250m_16_days_NDVI;MOD13Q1;2013;273;6611
638799.836006;6680917.9604;MOD13Q1.A2011337.250m_16_days_NDVI;MOD13Q1;2011;337;522
638799.836006;6680917.9604;MOD13Q1.A2012241.250m_16_days_NDVI;MOD13Q1;2012;241;7038
638799.836006;6680917.9604;MOD13Q1.A2012337.250m_16_days_NDVI;MOD13Q1;2012;337;367
638799.836006;6680917.9604;MOD13Q1.A2012001.250m_16_days_NDVI;MOD13Q1;2012;001;412
638799.836006;6680917.9604;MOD13Q1.A2012305.250m_16_days_NDVI;MOD13Q1;2012;305;5699
638799.836006;6680917.9604;MOD13Q1.A2011241.250m_16_days_NDVI;MOD13Q1;2011;241;6126
638799.836006;6680917.9604;MOD13Q1.A2011129.250m_16_days_NDVI;MOD13Q1;2011;129;6185
638799.836006;6680917.9604;MOD13Q1.A2013033.250m_16_days_NDVI;MOD13Q1;2013;033;365
638799.836006;6680917.9604;MOD13Q1.A2011177.250m_16_days_NDVI;MOD13Q1;2011;177;7155
638799.836006;6680917.9604;MOD13Q1.A2011257.250m_16_days_NDVI;MOD13Q1;2011;257;5785
638799.836006;6680917.9604;MOD13Q1.A2011273.250m_16_days_NDVI;MOD13Q1;2011;273;5498
638799.836006;6680917.9604;MOD13Q1.A2012273.250m_16_days_NDVI;MOD13Q1;2012;273;6214
638799.836006;6680917.9604;MOD13Q1.A2013065.250m_16_days_NDVI;MOD13Q1;2013;065;503
638799.836006;6680917.9604;MOD13Q1.A2013241.250m_16_days_NDVI;MOD13Q1;2013;241;6352
638799.836006;6680917.9604;MOD13Q1.A2013353.250m_16_days_NDVI;MOD13Q1;2013;353;389
638799.836006;6680917.9604;MOD13Q1.A2012289.250m_16_days_NDVI;MOD13Q1;2012;289;5835
638799.836006;6680917.9604;MOD13Q1.A2013305.250m_16_days_NDVI;MOD13Q1;2013;305;1109
638799.836006;6680917.9604;MOD13Q1.A2013177.250m_16_days_NDVI;MOD13Q1;2013;177;6146
638799.836006;6680917.9604;MOD13Q1.A2011225.250m_16_days_NDVI;MOD13Q1;2011;225;6556
638799.836006;6680917.9604;MOD13Q1.A2011305.250m_16_days_NDVI;MOD13Q1;2011;305;3691
638799.836006;6680917.9604;MOD13Q1.A2013081.250m_16_days_NDVI;MOD13Q1;2013;081;51
638799.836006;6680917.9604;MOD13Q1.A2011209.250m_16_days_NDVI;MOD13Q1;2011;209;6524
638799.836006;6680917.9604;MOD13Q1.A2011353.250m_16_days_NDVI;MOD13Q1;2011;353;-449
638799.836006;6680917.9604;MOD13Q1.A2012129.250m_16_days_NDVI;MOD13Q1;2012;129;6035
638799.836006;6680917.9604;MOD13Q1.A2012177.250m_16_days_NDVI;MOD13Q1;2012;177;7097
638799.836006;6680917.9604;MOD13Q1.A2013289.250m_16_days_NDVI;MOD13Q1;2013;289;5718
638799.836006;6680917.9604;MOD13Q1.A2013209.250m_16_days_NDVI;MOD13Q1;2013;209;6997
638799.836006;6680917.9604;MOD13Q1.A2012225.250m_16_days_NDVI;MOD13Q1;2012;225;6400
638799.836006;6680917.9604;MOD13Q1.A2012257.250m_16_days_NDVI;MOD13Q1;2012;257;6039
638799.836006;6680917.9604;MOD13Q1.A2011017.250m_16_days_NDVI;MOD13Q1;2011;017;595
638799.836006;6680917.9604;MOD13Q1.A2011193.250m_16_days_NDVI;MOD13Q1;2011;193;6186
638799.836006;6680917.9604;MOD13Q1.A2011145.250m_16_days_NDVI;MOD13Q1;2011;145;6579
