X;Y;Name;Sensor;Year;Day;Value
631466.41992;6683975.7757;MOD13Q1.A2012081.250m_16_days_NDVI;MOD13Q1;2012;081;164
631466.41992;6683975.7757;MOD13Q1.A2012033.250m_16_days_NDVI;MOD13Q1;2012;033;221
631466.41992;6683975.7757;MOD13Q1.A2011001.250m_16_days_NDVI;MOD13Q1;2011;001;-129
631466.41992;6683975.7757;MOD13Q1.A2013193.250m_16_days_NDVI;MOD13Q1;2013;193;6870
631466.41992;6683975.7757;MOD13Q1.A2013049.250m_16_days_NDVI;MOD13Q1;2013;049;-66
631466.41992;6683975.7757;MOD13Q1.A2013321.250m_16_days_NDVI;MOD13Q1;2013;321;459
631466.41992;6683975.7757;MOD13Q1.A2013337.250m_16_days_NDVI;MOD13Q1;2013;337;-43
631466.41992;6683975.7757;MOD13Q1.A2013161.250m_16_days_NDVI;MOD13Q1;2013;161;6136
631466.41992;6683975.7757;MOD13Q1.A2012145.250m_16_days_NDVI;MOD13Q1;2012;145;6521
631466.41992;6683975.7757;MOD13Q1.A2012321.250m_16_days_NDVI;MOD13Q1;2012;321;250
631466.41992;6683975.7757;MOD13Q1.A2013273.250m_16_days_NDVI;MOD13Q1;2013;273;6414
631466.41992;6683975.7757;MOD13Q1.A2011337.250m_16_days_NDVI;MOD13Q1;2011;337;13
631466.41992;6683975.7757;MOD13Q1.A2012241.250m_16_days_NDVI;MOD13Q1;2012;241;6130
631466.41992;6683975.7757;MOD13Q1.A2012337.250m_16_days_NDVI;MOD13Q1;2012;337;34
631466.41992;6683975.7757;MOD13Q1.A2012001.250m_16_days_NDVI;MOD13Q1;2012;001;14
631466.41992;6683975.7757;MOD13Q1.A2012305.250m_16_days_NDVI;MOD13Q1;2012;305;5351
631466.41992;6683975.7757;MOD13Q1.A2011241.250m_16_days_NDVI;MOD13Q1;2011;241;6054
631466.41992;6683975.7757;MOD13Q1.A2011129.250m_16_days_NDVI;MOD13Q1;2011;129;5498
631466.41992;6683975.7757;MOD13Q1.A2013033.250m_16_days_NDVI;MOD13Q1;2013;033;8
631466.41992;6683975.7757;MOD13Q1.A2011177.250m_16_days_NDVI;MOD13Q1;2011;177;6637
631466.41992;6683975.7757;MOD13Q1.A2011257.250m_16_days_NDVI;MOD13Q1;2011;257;5598
631466.41992;6683975.7757;MOD13Q1.A2011273.250m_16_days_NDVI;MOD13Q1;2011;273;5810
631466.41992;6683975.7757;MOD13Q1.A2012273.250m_16_days_NDVI;MOD13Q1;2012;273;5413
631466.41992;6683975.7757;MOD13Q1.A2013065.250m_16_days_NDVI;MOD13Q1;2013;065;38
631466.41992;6683975.7757;MOD13Q1.A2013241.250m_16_days_NDVI;MOD13Q1;2013;241;6479
631466.41992;6683975.7757;MOD13Q1.A2013353.250m_16_days_NDVI;MOD13Q1;2013;353;-319
631466.41992;6683975.7757;MOD13Q1.A2012289.250m_16_days_NDVI;MOD13Q1;2012;289;5590
631466.41992;6683975.7757;MOD13Q1.A2013305.250m_16_days_NDVI;MOD13Q1;2013;305;2265
631466.41992;6683975.7757;MOD13Q1.A2013177.250m_16_days_NDVI;MOD13Q1;2013;177;7506
631466.41992;6683975.7757;MOD13Q1.A2011225.250m_16_days_NDVI;MOD13Q1;2011;225;6463
631466.41992;6683975.7757;MOD13Q1.A2011305.250m_16_days_NDVI;MOD13Q1;2011;305;1941
631466.41992;6683975.7757;MOD13Q1.A2013081.250m_16_days_NDVI;MOD13Q1;2013;081;-202
631466.41992;6683975.7757;MOD13Q1.A2011209.250m_16_days_NDVI;MOD13Q1;2011;209;6512
631466.41992;6683975.7757;MOD13Q1.A2011353.250m_16_days_NDVI;MOD13Q1;2011;353;-741
631466.41992;6683975.7757;MOD13Q1.A2012129.250m_16_days_NDVI;MOD13Q1;2012;129;5483
631466.41992;6683975.7757;MOD13Q1.A2012177.250m_16_days_NDVI;MOD13Q1;2012;177;6740
631466.41992;6683975.7757;MOD13Q1.A2013289.250m_16_days_NDVI;MOD13Q1;2013;289;5509
631466.41992;6683975.7757;MOD13Q1.A2013209.250m_16_days_NDVI;MOD13Q1;2013;209;6808
631466.41992;6683975.7757;MOD13Q1.A2012225.250m_16_days_NDVI;MOD13Q1;2012;225;6365
631466.41992;6683975.7757;MOD13Q1.A2012257.250m_16_days_NDVI;MOD13Q1;2012;257;6311
631466.41992;6683975.7757;MOD13Q1.A2011017.250m_16_days_NDVI;MOD13Q1;2011;017;409
631466.41992;6683975.7757;MOD13Q1.A2011193.250m_16_days_NDVI;MOD13Q1;2011;193;6214
631466.41992;6683975.7757;MOD13Q1.A2011145.250m_16_days_NDVI;MOD13Q1;2011;145;5612
631466.41992;6683975.7757;MOD13Q1.A2012353.250m_16_days_NDVI;MOD13Q1;2012;353;-621
631466.41992;6683975.7757;MOD13Q1.A2012193.250m_16_days_NDVI;MOD13Q1;2012;193;6324
631466.41992;6683975.7757;MOD13Q1.A2012161.250m_16_days_NDVI;MOD13Q1;2012;161;5931
631466.41992;6683975.7757;MOD13Q1.A2012097.250m_16_days_NDVI;MOD13Q1;2012;097;5213
631466.41992;6683975.7757;MOD13Q1.A2011321.250m_16_days_NDVI;MOD13Q1;2011;321;-216
631466.41992;6683975.7757;MOD13Q1.A2011065.250m_16_days_NDVI;MOD13Q1;2011;065;76
631466.41992;6683975.7757;MOD13Q1.A2012049.250m_16_days_NDVI;MOD13Q1;2012;049;-68
631466.41992;6683975.7757;MOD13Q1.A2012113.250m_16_days_NDVI;MOD13Q1;2012;113;5610
631466.41992;6683975.7757;MOD13Q1.A2013001.250m_16_days_NDVI;MOD13Q1;2013;001;42
631466.41992;6683975.7757;MOD13Q1.A2013129.250m_16_days_NDVI;MOD13Q1;2013;129;5453
631466.41992;6683975.7757;MOD13Q1.A2011161.250m_16_days_NDVI;MOD13Q1;2011;161;6554
631466.41992;6683975.7757;MOD13Q1.A2013017.250m_16_days_NDVI;MOD13Q1;2013;017;117
631466.41992;6683975.7757;MOD13Q1.A2011289.250m_16_days_NDVI;MOD13Q1;2011;289;5134
631466.41992;6683975.7757;MOD13Q1.A2013097.250m_16_days_NDVI;MOD13Q1;2013;097;-100
631466.41992;6683975.7757;MOD13Q1.A2013225.250m_16_days_NDVI;MOD13Q1;2013;225;6715
