X;Y;Name;Sensor;Year;Day;Value
627022.338203;6667836.86161;MOD13Q1.A2012081.250m_16_days_NDVI;MOD13Q1;2012;081;203
627022.338203;6667836.86161;MOD13Q1.A2012033.250m_16_days_NDVI;MOD13Q1;2012;033;497
627022.338203;6667836.86161;MOD13Q1.A2011001.250m_16_days_NDVI;MOD13Q1;2011;001;-39
627022.338203;6667836.86161;MOD13Q1.A2013193.250m_16_days_NDVI;MOD13Q1;2013;193;6310
627022.338203;6667836.86161;MOD13Q1.A2013049.250m_16_days_NDVI;MOD13Q1;2013;049;-80
627022.338203;6667836.86161;MOD13Q1.A2013321.250m_16_days_NDVI;MOD13Q1;2013;321;271
627022.338203;6667836.86161;MOD13Q1.A2013337.250m_16_days_NDVI;MOD13Q1;2013;337;40
627022.338203;6667836.86161;MOD13Q1.A2013161.250m_16_days_NDVI;MOD13Q1;2013;161;5434
627022.338203;6667836.86161;MOD13Q1.A2012145.250m_16_days_NDVI;MOD13Q1;2012;145;6226
627022.338203;6667836.86161;MOD13Q1.A2012321.250m_16_days_NDVI;MOD13Q1;2012;321;303
627022.338203;6667836.86161;MOD13Q1.A2013273.250m_16_days_NDVI;MOD13Q1;2013;273;5342
627022.338203;6667836.86161;MOD13Q1.A2011337.250m_16_days_NDVI;MOD13Q1;2011;337;-146
627022.338203;6667836.86161;MOD13Q1.A2012241.250m_16_days_NDVI;MOD13Q1;2012;241;5100
627022.338203;6667836.86161;MOD13Q1.A2012337.250m_16_days_NDVI;MOD13Q1;2012;337;-158
627022.338203;6667836.86161;MOD13Q1.A2012001.250m_16_days_NDVI;MOD13Q1;2012;001;571
627022.338203;6667836.86161;MOD13Q1.A2012305.250m_16_days_NDVI;MOD13Q1;2012;305;2294
627022.338203;6667836.86161;MOD13Q1.A2011241.250m_16_days_NDVI;MOD13Q1;2011;241;5287
627022.338203;6667836.86161;MOD13Q1.A2011129.250m_16_days_NDVI;MOD13Q1;2011;129;4290
627022.338203;6667836.86161;MOD13Q1.A2013033.250m_16_days_NDVI;MOD13Q1;2013;033;-124
627022.338203;6667836.86161;MOD13Q1.A2011177.250m_16_days_NDVI;MOD13Q1;2011;177;4244
627022.338203;6667836.86161;MOD13Q1.A2011257.250m_16_days_NDVI;MOD13Q1;2011;257;5016
627022.338203;6667836.86161;MOD13Q1.A2011273.250m_16_days_NDVI;MOD13Q1;2011;273;3408
627022.338203;6667836.86161;MOD13Q1.A2012273.250m_16_days_NDVI;MOD13Q1;2012;273;4144
