X;Y;Name;Sensor;Year;Day;Value
631319.81;7117411.6;toar_LT51590152009293KIS00_3;LT5;2009;293;0.280195794010963
631319.81;7117411.6;toar_LT51590161987073XXX01_3;LT5;1987;073;null
631319.81;7117411.6;toar_LT51620151985264KIS00_3;LT5;1985;264;null
631319.81;7117411.6;toar_LT51600151989133KIS00_3;LT5;1989;133;0.723193961221978
631319.81;7117411.6;toar_LT51600151986141XXX03_3;LT5;1986;141;0.402156933237527
631319.81;7117411.6;toar_LT51580161987082KIS00_3;LT5;1987;082;null
631319.81;7117411.6;toar_LT51590161986326XXX03_3;LT5;1986;326;null
631319.81;7117411.6;toar_LT51590152006253MOR01_3;LT5;2006;253;0.0844238510258676
631319.81;7117411.6;toar_LT41610151988290XXX03_3;LT4;1988;290;0.288952341772945
631319.81;7117411.6;toar_LT41610151988178XXX03_3;LT4;1988;178;0.0848668505456057
631319.81;7117411.6;toar_LT51590152011155KIS00_3;LT5;2011;155;0.0940171290735812
631319.81;7117411.6;toar_LT51590151987185XXX02_3;LT5;1987;185;0.0804701242356619
631319.81;7117411.6;toar_LT51590152009197KIS01_3;LT5;2009;197;0.0752581758560097
631319.81;7117411.6;toar_LT51620152007197MOR00_3;LT5;2007;197;null
631319.81;7117411.6;toar_LT51600151986125KIS00_3;LT5;1986;125;0.791213663434522
631319.81;7117411.6;toar_LT51620152010189KIS01_3;LT5;2010;189;null
631319.81;7117411.6;toar_LT51620151994177KIS00_3;LT5;1994;177;null
631319.81;7117411.6;toar_LT51590161994188KIS00_3;LT5;1994;188;null
631319.81;7117411.6;toar_LT41610161988290XXX03_3;LT4;1988;290;null
631319.81;7117411.6;toar_LT51620151989115KIS00_3;LT5;1989;115;null
631319.81;7117411.6;toar_LT51580161987098XXX02_3;LT5;1987;098;null
631319.81;7117411.6;toar_LT51590152007240IKR00_3;LT5;2007;240;0.0784719511688873
631319.81;7117411.6;toar_LT51580162006230IKR01_3;LT5;2006;230;null
631319.81;7117411.6;toar_LT51610161990191KIS00_3;LT5;1990;191;null
631319.81;7117411.6;toar_LT51590151998279KIS01_3;LT5;1998;279;0.703736606764226
631319.81;7117411.6;toar_LT51610151987167XXX02_3;LT5;1987;167;0.283950544070652
631319.81;7117411.6;toar_LT51610161987087XXX02_3;LT5;1987;087;null
631319.81;7117411.6;toar_LT51600161987144XXX02_3;LT5;1987;144;null
631319.81;7117411.6;toar_LT51610151989108KIS00_3;LT5;1989;108;0.641677308749547
631319.81;7117411.6;toar_LT51590161988220KIS00_3;LT5;1988;220;null
631319.81;7117411.6;toar_LT51580161986271XXX02_3;LT5;1986;271;null
631319.81;7117411.6;toar_LT51620152007277MOR00_3;LT5;2007;277;null
631319.81;7117411.6;toar_LT51600161986349XXX03_3;LT5;1986;349;null
631319.81;7117411.6;toar_LT51600161999193KIS00_3;LT5;1999;193;null
631319.81;7117411.6;toar_LT51610151998197KIS00_3;LT5;1998;197;0.103101645146303
631319.81;7117411.6;toar_LT51610161987103XXX02_3;LT5;1987;103;null
631319.81;7117411.6;toar_LT51590151998199KIS00_3;LT5;1998;199;0.109791782962879
631319.81;7117411.6;toar_LT51610161998213KIS00_3;LT5;1998;213;null
631319.81;7117411.6;toar_LT51620151985248KIS00_3;LT5;1985;248;null
631319.81;7117411.6;toar_LT51620151986203XXX03_3;LT5;1986;203;null
631319.81;7117411.6;toar_LT41580161988285XXX03_3;LT4;1988;285;null
631319.81;7117411.6;toar_LT41600151988267XXX03_3;LT4;1988;267;0.111650920132257
631319.81;7117411.6;toar_LT51590161987169XXX02_3;LT5;1987;169;null
631319.81;7117411.6;toar_LT51580161989071KIS00_3;LT5;1989;071;null
631319.81;7117411.6;toar_LT51580162009206MOR00_3;LT5;2009;206;null
631319.81;7117411.6;toar_LT51590151989142KIS00_3;LT5;1989;142;0.629748402212858
631319.81;7117411.6;toar_LT51580161987162XXX02_3;LT5;1987;162;null
631319.81;7117411.6;toar_LT51590151994268KIS00_3;LT5;1994;268;0.56806256495338
631319.81;7117411.6;toar_LT51580161990218KIS00_3;LT5;1990;218;null
631319.81;7117411.6;toar_LT51620151986107KIS00_3;LT5;1986;107;null
631319.81;7117411.6;toar_LT51580161989151KIS00_3;LT5;1989;151;null
631319.81;7117411.6;toar_LT51580161988117KIS00_3;LT5;1988;117;null
631319.81;7117411.6;toar_LT51620151994209KIS00_3;LT5;1994;209;null
631319.81;7117411.6;toar_LT51590152007272IKR00_3;LT5;2007;272;0.177239112513823
631319.81;7117411.6;toar_LT51600161990264KIS00_3;LT5;1990;264;null
631319.81;7117411.6;toar_LT51590161990209KIS00_3;LT5;1990;209;null
631319.81;7117411.6;toar_LT51590161987185XXX02_3;LT5;1987;185;null
631319.81;7117411.6;toar_LT41620151988217XXX04_3;LT4;1988;217;null
631319.81;7117411.6;toar_LT41610151988194XXX03_3;LT4;1988;194;0.0928279749294577
631319.81;7117411.6;toar_LT51590151988220KIS00_3;LT5;1988;220;0.106563544542127
631319.81;7117411.6;toar_LT51600161998206KIS00_3;LT5;1998;206;null
631319.81;7117411.6;toar_LT51620152009250MOR00_3;LT5;2009;250;null
631319.81;7117411.6;toar_LT51600161986141XXX03_3;LT5;1986;141;null
631319.81;7117411.6;toar_LT51610161989108KIS00_3;LT5;1989;108;null
631319.81;7117411.6;toar_LT51590161988188KIS00_3;LT5;1988;188;null
631319.81;7117411.6;toar_LT51590161986102KIS00_3;LT5;1986;102;null
631319.81;7117411.6;toar_LT51610161998181KIS00_3;LT5;1998;181;null
631319.81;7117411.6;toar_LT51610161989252KIS00_3;LT5;1989;252;null
631319.81;7117411.6;toar_LT51620151987142XXX02_3;LT5;1987;142;null
631319.81;7117411.6;toar_LT51620151990182KIS00_3;LT5;1990;182;null
631319.81;7117411.6;toar_LT51620151987254XXX02_3;LT5;1987;254;null
631319.81;7117411.6;toar_LT51590161994172KIS00_3;LT5;1994;172;null
631319.81;7117411.6;toar_LT51600161989069KIS00_3;LT5;1989;069;null
631319.81;7117411.6;toar_LT51600162006164KIS00_3;LT5;2006;164;null
631319.81;7117411.6;toar_LT51610161986308XXX03_3;LT5;1986;308;null
631319.81;7117411.6;toar_LT51580161994133KIS00_3;LT5;1994;133;null
631319.81;7117411.6;toar_LT51620151998156KIS00_3;LT5;1998;156;null
631319.81;7117411.6;toar_LT51610161986292XXX04_3;LT5;1986;292;null
631319.81;7117411.6;toar_LT51610151988138KIS00_3;LT5;1988;138;0.47322131963972
631319.81;7117411.6;toar_LT51620152007229MOR00_3;LT5;2007;229;null
631319.81;7117411.6;toar_LT51600161998286KIS00_3;LT5;1998;286;null
631319.81;7117411.6;toar_LT51590151987121AAA02_3;LT5;1987;121;0.691453569665976
631319.81;7117411.6;toar_LT51620151984198XXX01_3;LT5;1984;198;null
631319.81;7117411.6;toar_LT51590152010216KIS01_3;LT5;2010;216;0.0903229962948293
631319.81;7117411.6;toar_LT51590161998103KIS00_3;LT5;1998;103;null
631319.81;7117411.6;toar_LT51590152011251KIS01_3;LT5;2011;251;0.0703764974379607
631319.81;7117411.6;toar_LT51620151986251XXX03_3;LT5;1986;251;null
631319.81;7117411.6;toar_LT51610161990159KIS00_3;LT5;1990;159;null
631319.81;7117411.6;toar_LT51600152009252KIS01_3;LT5;2009;252;0.0840263278090285
631319.81;7117411.6;toar_LT51600162009172KIS01_3;LT5;2009;172;null
631319.81;7117411.6;toar_LT51610151986244XXX03_3;LT5;1986;244;0.079706656167212
631319.81;7117411.6;toar_LT51580161990170KIS00_3;LT5;1990;170;null
