X;Y;Name;Sensor;Year;Day;Value
596653.87;7016474.2;toar_LT51590151990257KIS00_2;LT5;1990;257;null
596653.87;7016474.2;toar_LT51580161986127KIS00_2;LT5;1986;127;null
596653.87;7016474.2;toar_LT41580161988093XXX03_2;LT4;1988;093;null
596653.87;7016474.2;toar_LT41580161988205XXX03_2;LT4;1988;205;null
596653.87;7016474.2;toar_LT51600161987032XXX01_2;LT5;1987;032;0.193397395166144
596653.87;7016474.2;toar_LT51590152010216KIS01_2;LT5;2010;216;null
596653.87;7016474.2;toar_LT51600161985106KIS00_2;LT5;1985;106;0.368641288585305
596653.87;7016474.2;toar_LT51580161994149KIS00_2;LT5;1994;149;null
596653.87;7016474.2;toar_LT51590151985099KIS00_2;LT5;1985;099;null
596653.87;7016474.2;toar_LT51590151986214XXX03_2;LT5;1986;214;null
596653.87;7016474.2;toar_LT51620152006194KIS01_2;LT5;2006;194;null
596653.87;7016474.2;toar_LT51590161986294XXX03_2;LT5;1986;294;0.160829585774777
596653.87;7016474.2;toar_LT41620151988265XXX03_2;LT4;1988;265;null
596653.87;7016474.2;toar_LT51600162007231IKR01_2;LT5;2007;231;0.081040329553424
596653.87;7016474.2;toar_LT51600151988083KIS00_2;LT5;1988;083;null
596653.87;7016474.2;toar_LT51610151987167XXX02_2;LT5;1987;167;0.701789322384304
596653.87;7016474.2;toar_LT51590151994172KIS00_2;LT5;1994;172;null
596653.87;7016474.2;toar_LT51620152006210KIS02_2;LT5;2006;210;null
596653.87;7016474.2;toar_LT51610161989124KIS00_2;LT5;1989;124;0.355718896965078
596653.87;7016474.2;toar_LT41590161988212XXX03_2;LT4;1988;212;0.0923303933602908
596653.87;7016474.2;toar_LT51620151987238XXX02_2;LT5;1987;238;null
596653.87;7016474.2;toar_LT51610152009195KIS01_2;LT5;2009;195;0.071190590855773
596653.87;7016474.2;toar_LT51610161984127KIS00_2;LT5;1984;127;0.275739718016262
596653.87;7016474.2;toar_LT51590151988188KIS00_2;LT5;1988;188;null
596653.87;7016474.2;toar_LT51590151990209KIS00_2;LT5;1990;209;null
596653.87;7016474.2;toar_LT51600151988131KIS00_2;LT5;1988;131;null
596653.87;7016474.2;toar_LT51580161998160KIS00_2;LT5;1998;160;null
596653.87;7016474.2;toar_LT51580161990250KIS00_2;LT5;1990;250;null
596653.87;7016474.2;toar_LT51620152006242MOR00_2;LT5;2006;242;null
596653.87;7016474.2;toar_LT51610151987215XXX02_2;LT5;1987;215;0.0771790911538045
596653.87;7016474.2;toar_LT51610151998277KIS00_2;LT5;1998;277;0.161078875915478
596653.87;7016474.2;toar_LT51610162007238MOR00_2;LT5;2007;238;0.0638100555352824
596653.87;7016474.2;toar_LT51580162006214MOR00_2;LT5;2006;214;null
596653.87;7016474.2;toar_LT51610161998165KIS00_2;LT5;1998;165;0.0683047526560923
596653.87;7016474.2;toar_LT51620151985088KIS00_2;LT5;1985;088;null
596653.87;7016474.2;toar_LT51600161986173XXX02_2;LT5;1986;173;0.714543947838717
