X;Y;Name;Sensor;Year;Day;Value
572677.37;7016668.9;toar_LT51590151990257KIS00_2;LT5;1990;257;null
572677.37;7016668.9;toar_LT51580161986127KIS00_2;LT5;1986;127;null
572677.37;7016668.9;toar_LT41580161988093XXX03_2;LT4;1988;093;null
572677.37;7016668.9;toar_LT41580161988205XXX03_2;LT4;1988;205;null
572677.37;7016668.9;toar_LT51600161987032XXX01_2;LT5;1987;032;0.421843816806273
572677.37;7016668.9;toar_LT51590152010216KIS01_2;LT5;2010;216;null
572677.37;7016668.9;toar_LT51600161985106KIS00_2;LT5;1985;106;0.482550306189646
572677.37;7016668.9;toar_LT51580161994149KIS00_2;LT5;1994;149;null
572677.37;7016668.9;toar_LT51590151985099KIS00_2;LT5;1985;099;null
572677.37;7016668.9;toar_LT51590151986214XXX03_2;LT5;1986;214;null
572677.37;7016668.9;toar_LT51620152006194KIS01_2;LT5;2006;194;null
572677.37;7016668.9;toar_LT51590161986294XXX03_2;LT5;1986;294;0.52766841579396
572677.37;7016668.9;toar_LT41620151988265XXX03_2;LT4;1988;265;null
572677.37;7016668.9;toar_LT51600162007231IKR01_2;LT5;2007;231;0.0891286186663217
572677.37;7016668.9;toar_LT51600151988083KIS00_2;LT5;1988;083;null
572677.37;7016668.9;toar_LT51610151987167XXX02_2;LT5;1987;167;null
572677.37;7016668.9;toar_LT51590151994172KIS00_2;LT5;1994;172;null
572677.37;7016668.9;toar_LT51620152006210KIS02_2;LT5;2006;210;null
572677.37;7016668.9;toar_LT51610161989124KIS00_2;LT5;1989;124;0.551299190597134
572677.37;7016668.9;toar_LT41590161988212XXX03_2;LT4;1988;212;0.36034225255015
572677.37;7016668.9;toar_LT51620151987238XXX02_2;LT5;1987;238;null
572677.37;7016668.9;toar_LT51610152009195KIS01_2;LT5;2009;195;null
572677.37;7016668.9;toar_LT51610161984127KIS00_2;LT5;1984;127;0.638318540530463
572677.37;7016668.9;toar_LT51590151988188KIS00_2;LT5;1988;188;null
572677.37;7016668.9;toar_LT51590151990209KIS00_2;LT5;1990;209;null
572677.37;7016668.9;toar_LT51600151988131KIS00_2;LT5;1988;131;null
572677.37;7016668.9;toar_LT51580161998160KIS00_2;LT5;1998;160;null
572677.37;7016668.9;toar_LT51580161990250KIS00_2;LT5;1990;250;null
572677.37;7016668.9;toar_LT51620152006242MOR00_2;LT5;2006;242;null
572677.37;7016668.9;toar_LT51610151987215XXX02_2;LT5;1987;215;null
572677.37;7016668.9;toar_LT51610151998277KIS00_2;LT5;1998;277;0.489683857919106
572677.37;7016668.9;toar_LT51610162007238MOR00_2;LT5;2007;238;0.0850250142007171
572677.37;7016668.9;toar_LT51580162006214MOR00_2;LT5;2006;214;null
572677.37;7016668.9;toar_LT51610161998165KIS00_2;LT5;1998;165;0.0785305610340662
572677.37;7016668.9;toar_LT51620151985088KIS00_2;LT5;1985;088;null
572677.37;7016668.9;toar_LT51600161986173XXX02_2;LT5;1986;173;0.0782796372394566
572677.37;7016668.9;toar_LT51610161985209KIS00_2;LT5;1985;209;0.495503344369888
572677.37;7016668.9;toar_LT51620152009250KIS01_2;LT5;2009;250;null
572677.37;7016668.9;toar_LT51600161988195KIS00_2;LT5;1988;195;0.0897229033442981
572677.37;7016668.9;toar_LT51610151985273KIS00_2;LT5;1985;273;null
572677.37;7016668.9;toar_LT51600151990216KIS00_2;LT5;1990;216;null
572677.37;7016668.9;toar_LT51610151989060KIS00_2;LT5;1989;060;null
572677.37;7016668.9;toar_LT51580162007185IKR01_2;LT5;2007;185;null
572677.37;7016668.9;toar_LT51590151987249XXX02_2;LT5;1987;249;null
572677.37;7016668.9;toar_LT51600152009252KIS01_2;LT5;2009;252;null
572677.37;7016668.9;toar_LT51590152007144IKR01_2;LT5;2007;144;null
572677.37;7016668.9;toar_LT51580161987002XXX03_2;LT5;1987;002;null
572677.37;7016668.9;toar_LT51590151990177KIS00_2;LT5;1990;177;null
572677.37;7016668.9;toar_LT51590161989238KIS00_2;LT5;1989;238;0.306147404437497
572677.37;7016668.9;toar_LT51620151986059KIS00_2;LT5;1986;059;null
572677.37;7016668.9;toar_LT51590161994156KIS00_2;LT5;1994;156;0.0803882072870363
572677.37;7016668.9;toar_LT51590151987265XXX02_2;LT5;1987;265;null
572677.37;7016668.9;toar_LT51600161985170KIS00_2;LT5;1985;170;0.753651068539673
572677.37;7016668.9;toar_LT51600151987224XXX02_2;LT5;1987;224;null
572677.37;7016668.9;toar_LT51620151998076KIS00_2;LT5;1998;076;null
572677.37;7016668.9;toar_LT51610151998149KIS00_2;LT5;1998;149;0.0744905797264524
572677.37;7016668.9;toar_LT51590161988236KIS00_2;LT5;1988;236;0.1236881344181
572677.37;7016668.9;toar_LT51600161998206KIS00_2;LT5;1998;206;0.108909177445751
572677.37;7016668.9;toar_LT51590161986166XXX03_2;LT5;1986;166;0.0814055046539531
572677.37;7016668.9;toar_LT51590151987169XXX02_2;LT5;1987;169;null
572677.37;7016668.9;toar_LT51590162009245IKR01_2;LT5;2009;245;0.117589039381177
572677.37;7016668.9;toar_LT51610152007126MOR00_2;LT5;2007;126;0.533735612012493
572677.37;7016668.9;toar_LT51600161990088KIS00_2;LT5;1990;088;0.645471688555696
572677.37;7016668.9;toar_LT51590161985147KIS00_2;LT5;1985;147;0.0828535451805963
572677.37;7016668.9;toar_LT51610152010278KIS00_2;LT5;2010;278;null
572677.37;7016668.9;toar_LT51590161988172KIS00_2;LT5;1988;172;0.0839918937810317
572677.37;7016668.9;toar_LT51590151988156KIS00_2;LT5;1988;156;null
572677.37;7016668.9;toar_LT51610162009243KIS01_2;LT5;2009;243;0.248863969618778
572677.37;7016668.9;toar_LT51590152007160MOR01_2;LT5;2007;160;null
572677.37;7016668.9;toar_LT51610161998277KIS00_2;LT5;1998;277;0.476865596590915
572677.37;7016668.9;toar_LT51590151989126KIS00_2;LT5;1989;126;null
572677.37;7016668.9;toar_LT51620151986123KIS00_2;LT5;1986;123;null
572677.37;7016668.9;toar_LT51600151986141XXX03_2;LT5;1986;141;null
572677.37;7016668.9;toar_LT51600151985218KIS00_2;LT5;1985;218;null
572677.37;7016668.9;toar_LT51590151989094KIS00_2;LT5;1989;094;null
572677.37;7016668.9;toar_LT51590162009197MOR00_2;LT5;2009;197;0.0877485940998115
572677.37;7016668.9;toar_LT51600161986221XXX05_2;LT5;1986;221;0.297407484535542
572677.37;7016668.9;toar_LT51620151998188KIS00_2;LT5;1998;188;null
572677.37;7016668.9;toar_LT51620151987094XXX02_2;LT5;1987;094;null
572677.37;7016668.9;toar_LT51580161987258XXX02_2;LT5;1987;258;null
572677.37;7016668.9;toar_LT51620151987142XXX02_2;LT5;1987;142;null
572677.37;7016668.9;toar_LT51590162011267MOR00_2;LT5;2011;267;0.0968156477773807
572677.37;7016668.9;toar_LT51590151990081KIS00_2;LT5;1990;081;null
572677.37;7016668.9;toar_LT51620152011160KIS01_2;LT5;2011;160;null
572677.37;7016668.9;toar_LT51600151988163KIS00_2;LT5;1988;163;null
572677.37;7016668.9;toar_LT51620151985200KIS00_2;LT5;1985;200;null
572677.37;7016668.9;toar_LT51590152006173KIS01_2;LT5;2006;173;null
572677.37;7016668.9;toar_LT51610151988250KIS00_2;LT5;1988;250;null
572677.37;7016668.9;toar_LT51610161990191KIS00_2;LT5;1990;191;0.083424796967082
572677.37;7016668.9;toar_LT51600151986237XXX03_2;LT5;1986;237;null
572677.37;7016668.9;toar_LT51600161987160XXX02_2;LT5;1987;160;0.14146559303159
572677.37;7016668.9;toar_LT41600151988107XXX03_2;LT4;1988;107;null
572677.37;7016668.9;toar_LT51620151989147KIS00_2;LT5;1989;147;null
572677.37;7016668.9;toar_LT51590161994172KIS00_2;LT5;1994;172;0.453701646920664
