X;Y;Name;Sensor;Year;Day;Value
632599.86;7012853.4;toar_LT51580162007185IKR01_1;LT5;2007;185;0.107698444633725
632599.86;7012853.4;toar_LT51590161987169XXX02_1;LT5;1987;169;0.0903460457861072
632599.86;7012853.4;toar_LT51600161985170KIS00_1;LT5;1985;170;0.37317958655602
632599.86;7012853.4;toar_LT51580162007217IKR01_1;LT5;2007;217;0.463975837130008
632599.86;7012853.4;toar_LT51600161987096KIS01_1;LT5;1987;096;0.520418441738259
632599.86;7012853.4;toar_LT51590151990209KIS00_1;LT5;1990;209;null
632599.86;7012853.4;toar_LT51620152010189KIS01_1;LT5;2010;189;null
632599.86;7012853.4;toar_LT51610161987103XXX02_1;LT5;1987;103;null
632599.86;7012853.4;toar_LT51590161986342XXX03_1;LT5;1986;342;0.618648035177327
632599.86;7012853.4;toar_LT51580162007201IKR01_1;LT5;2007;201;0.438793854146053
632599.86;7012853.4;toar_LT51600161986349XXX03_1;LT5;1986;349;0.494071725184411
632599.86;7012853.4;toar_LT51610161986116KIS00_1;LT5;1986;116;null
632599.86;7012853.4;toar_LT51590162007160MOR01_1;LT5;2007;160;0.0953625826304573
632599.86;7012853.4;toar_LT51580161990250KIS00_1;LT5;1990;250;0.529091997568308
632599.86;7012853.4;toar_LT41610151988178XXX03_1;LT4;1988;178;null
632599.86;7012853.4;toar_LT51600161986237XXX03_1;LT5;1986;237;0.473454897573318
632599.86;7012853.4;toar_LT51580162009238IKR00_1;LT5;2009;238;null
632599.86;7012853.4;toar_LT51590152009229KIS01_1;LT5;2009;229;null
632599.86;7012853.4;toar_LT51600151985186KIS00_1;LT5;1985;186;null
632599.86;7012853.4;toar_LT51620152011160KIS01_1;LT5;2011;160;null
632599.86;7012853.4;toar_LT51610151998277KIS00_1;LT5;1998;277;null
632599.86;7012853.4;toar_LT51590151990257KIS00_1;LT5;1990;257;null
632599.86;7012853.4;toar_LT51600161987272KIS00_1;LT5;1987;272;0.109303617741225
632599.86;7012853.4;toar_LT51620151987270KIS00_1;LT5;1987;270;null
632599.86;7012853.4;toar_LT51620152007229MOR00_1;LT5;2007;229;null
632599.86;7012853.4;toar_LT51590152009213KIS01_1;LT5;2009;213;null
632599.86;7012853.4;toar_LT51620151990182KIS00_1;LT5;1990;182;null
632599.86;7012853.4;toar_LT51610151987263XXX02_1;LT5;1987;263;null
632599.86;7012853.4;toar_LT51580161989199KIS00_1;LT5;1989;199;0.0895049050748555
632599.86;7012853.4;toar_LT51590161987009XXX03_1;LT5;1987;009;0.522657041025579
632599.86;7012853.4;toar_LT41610151988242XXX03_1;LT4;1988;242;null
632599.86;7012853.4;toar_LT51610152006267MOR00_1;LT5;2006;267;null
632599.86;7012853.4;toar_LT51610161998277KIS00_1;LT5;1998;277;null
632599.86;7012853.4;toar_LT51600152007247IKR01_1;LT5;2007;247;null
632599.86;7012853.4;toar_LT51580162009190IKR00_1;LT5;2009;190;null
632599.86;7012853.4;toar_LT51620151989083KIS00_1;LT5;1989;083;null
632599.86;7012853.4;toar_LT51590151998215KIS00_1;LT5;1998;215;null
632599.86;7012853.4;toar_LT51590151987121AAA02_1;LT5;1987;121;null
632599.86;7012853.4;toar_LT51610161986180XXX03_1;LT5;1986;180;null
632599.86;7012853.4;toar_LT51600152007231IKR01_1;LT5;2007;231;null
632599.86;7012853.4;toar_LT51610161986148XXX04_1;LT5;1986;148;null
632599.86;7012853.4;toar_LT51580161986127KIS00_1;LT5;1986;127;0.412459058709462
632599.86;7012853.4;toar_LT51580162009254MOR00_1;LT5;2009;254;null
632599.86;7012853.4;toar_LT51600161989261KIS00_1;LT5;1989;261;0.142809506397126
632599.86;7012853.4;toar_LT51610161998085KIS00_1;LT5;1998;085;null
632599.86;7012853.4;toar_LT51600151987192XXX02_1;LT5;1987;192;null
632599.86;7012853.4;toar_LT51600152006228KIS02_1;LT5;2006;228;null
632599.86;7012853.4;toar_LT51620152007197MOR00_1;LT5;2007;197;null
632599.86;7012853.4;toar_LT51600162006196KIS01_1;LT5;2006;196;0.397175178029645
632599.86;7012853.4;toar_LT51580161986143XXX03_1;LT5;1986;143;0.388406315775569
632599.86;7012853.4;toar_LT51600161989245KIS00_1;LT5;1989;245;0.149311715185558
632599.86;7012853.4;toar_LT41590151988244XXX01_1;LT4;1988;244;null
632599.86;7012853.4;toar_LT51590151998279KIS01_1;LT5;1998;279;null
632599.86;7012853.4;toar_LT51610162009163KIS01_1;LT5;2009;163;null
632599.86;7012853.4;toar_LT51620151998172KIS00_1;LT5;1998;172;null
632599.86;7012853.4;toar_LT51590161988236KIS00_1;LT5;1988;236;0.143009418364568
632599.86;7012853.4;toar_LT51600151986157XXX04_1;LT5;1986;157;null
632599.86;7012853.4;toar_LT51580161989087KIS00_1;LT5;1989;087;null
632599.86;7012853.4;toar_LT51590152011267KIS01_1;LT5;2011;267;null
632599.86;7012853.4;toar_LT51590151986150XXX03_1;LT5;1986;150;null
632599.86;7012853.4;toar_LT51580162007265IKR00_1;LT5;2007;265;0.0871184421162591
632599.86;7012853.4;toar_LT51600151985170KIS00_1;LT5;1985;170;null
632599.86;7012853.4;toar_LT51600161990216KIS00_1;LT5;1990;216;0.177314996362025
632599.86;7012853.4;toar_LT51600161987256XXX02_1;LT5;1987;256;0.0919679892754167
632599.86;7012853.4;toar_LT51580161987178XXX02_1;LT5;1987;178;null
632599.86;7012853.4;toar_LT51600151988115KIS00_1;LT5;1988;115;null
632599.86;7012853.4;toar_LT51590161994188KIS00_1;LT5;1994;188;0.215536533885626
632599.86;7012853.4;toar_LT51620151987174XXX02_1;LT5;1987;174;null
632599.86;7012853.4;toar_LT51600151989149KIS00_1;LT5;1989;149;null
632599.86;7012853.4;toar_LT41590151988100XXX03_1;LT4;1988;100;null
632599.86;7012853.4;toar_LT51600161999225KIS00_1;LT5;1999;225;0.49146971366767
